1,――あれから、１ヶ月が経っていた。
2,――このギフティアは、俺のパートナーだ。
3,…………
4,……これで、最後なんですね
5,……それは、ごめんなさい
6,……アイラの回収日まで、あと２日。
7,……確かに！
8,「騒がしいエンジニア」
9,あ……
10,あ、まさか――
11,あ、アイラがあからさまにドン引きしてる。
12,ああ……
13,あっさりしたものだなぁ……。
14,あはは、この方が私らしいかな、と
15,あはは、冗談ですって……
16,あれ、でも前に……
17,いいですか、繰り返しますよ。この子は、私の娘であり恋人であり嫁であり旦那なんです！
18,いえいえ、クールなアイラっちも好きでしたよ
19,いやあ、すみません、ついついマジに語ってしまいまして……
20,いろいろ考えて、こうしました
21,う、嬉しかったんだ……
22,うぅ、緊張するなあ……。
23,うう、だって、だって～……
24,うわあああん！　アイラっち～～～！
25,うん。全然疲れてないけど
26,えええー！？
27,ええと、メンテと言っても今日は、全身スキャンをやるだけですから。ほんの数分で終わっちゃいますよ
28,えっと、俺、水柿ツカサです
29,え？
30,おや、ツカサっち。お待ちしてましたよ
31,おやおや？　もしかしてツカサっちは、この私とコンビを組みたいと、そういうことですかぁ？
32,お行儀のいいエルは想像できない
33,きっと俺はこの先も――少なくとも、８１９２０時間後までは、このターミナルサービスでやっていく。やっていける。
34,この子は、私の娘であり恋人であり嫁であり旦那ですから！
35,この日は、アイラにとって最後のメンテナンスだ。
36,この海松エル、エンジニアとしてのキャリアの最初に、アイラっちを担当できて幸せでした
37,これからも、そのままでいてほしい
38,こんな新人の私に、いつも辛抱強く付き合ってくれて、アイラっちには感謝しかないです
39,ごめんね、アイラ。新しいパートナーに、会ってくるよ
40,さあ、ツカサっち。自己紹介してください
41,さようなら、アイラ。
42,しばらくはレンさんの下について事務仕事を手伝ったり、本来新人がやることになっているショールームでの短期の研修を受けたりして過ごしていた。
43,すぐベタベタしてくるし、こっちの話もあんまり聞いてくれないし、私の気持ちなんてお構いなしだし
44,そうですよ。ほらエルさん、アイラから離れて
45,そうなんです
46,そうは言いつつ、俺ももらい泣きしそうになるのをこらえるので、必死だった……。
47,そう言わずに付き合わせてよ。どうせ暇だからさ
48,そう言われて、急遽、本社にやって来たわけだけど。
49,そこに、俺の新しいパートナーとなるギフティアが眠っているみたいだ。
50,その微笑みを見届けられただけで、救われた気持ちになった。
51,それが、今日になって。
52,それならいいんですけど……
53,それに、エルさんがアイラにいかがわしいことをしないかどうか、監視しておかないと
54,それはあまりにも突拍子のない要求で。
55,それは一目惚れの感覚と似ているけど。
56,そんなこと言われたら、うう……
57,そんなわけで、今回アイラっちときちんとお別れできることが、悲しいけど、幸せなんです
58,そんな予感がした。
59,そんな感覚が、素直にすとんと、俺の心に、落っこちてきた。
60,ただ、だからって、俺がアイラと組むことは、もう二度とないんだ……。
61,だって、今日が最後のメンテなんですよ。アイラっちともうこうしてスキンシップできないかと思うと……
62,ちょっとぉ！　ふたりとも私の扱いひどくないですか！？
63,でも――
64,でも、きっと違う。
65,でも、やっぱりここ最近のアイラっちの方が、私、好きでした
66,でも、アイラは最後はみんなに――もちろん俺にも――笑顔を浮かべてくれたから。
67,でも、同時に懐かしさを覚えたんだ。
68,と、そこでエルは姿勢を正すと、アイラに向けて頭を下げた。
69,と、そのギフティアが、そっと目を開いた。
70,と、その前にーっ！
71,と、アイラは俺の冗談にハッとした。
72,なぜかエルさんが、俺との間に割って入るようにして、彼女に抱きついた。
73,なので今回も苦戦しました……。私の理想のギフティアを追い求める道は、際限がなくてですね
74,なるほど、そういうことですか
75,はい、異常なしです。アイラっち、お疲れ様でした
76,はい。だから、ついつい、調子に乗っちゃいました。すみません
77,はは……あはは……
78,ひゃっ！
79,ふう……
80,へ……？
81,ほら、アイラが、困ってるんですから……あんまり、泣かない方がいいですって
82,ま、参りましたねぇ……
83,まあまあ。きっとツカサっちも気に入ると思います
84,もちろん、エルさんも駆けつけてくれた。
85,ようやくボックスのカバーが開ききって、ギフティアの顔が露わになった。その、まだ眠ったままの、いたいけな顔つきを見た瞬間に。
86,よって、今後はなにをするにしても、私の許可を取って下さい！　いいですね？
87,アイラ
88,アイラ_b123d79a7a1da785ba8b742bc3c90089
89,アイラ_c42e724e845b3128db5f806134b56a55
90,アイラ_d218dc32c48f82eff7283dad384faaab
91,アイラ_d73c29409b595a7fdcbd1c2bace79662
92,アイラ……
93,アイラ、お疲れ様
94,アイラが回収されてから、俺のパートナーは不在となっていた。
95,アイラが困ったように俺を見てくる。
96,アイラっち、今まで、ありがとうございました
97,アイラっちも、私が担当して最初の１年は、すごくおとなしかったじゃないですか。一言も喋らないときもありましたしね
98,アイラっち担当として、１年と３ヶ月ぐらいやってきましたが、本当に幸せでした
99,アイラっち～、今日もよろしくお願いしますね♪　ん～、相変わらず柔らかいです
100,アイラは、カヅキさんとコンスタンスの手で、無事に回収された。
101,アイラはそれでも会社に行くことにこだわり、今もお茶汲みに精を出している。
102,アイラはエルさんに指示されるより前に、ベッドに横たわった。
103,アイラは俺と組む前は、かなり口数が少なくなっていたって聞いたけど。メンテのときもそうだったんだ。
104,エモーション画像
105,エル
106,エル_78e6d67ff06759763479cd2a12f0de21
107,エル_957f3788fc80db89a2b85ef01c44db4b
108,エル_b422cb581dcfa33124fc19de4ae05c2a
109,エル_b8ad19e82c9eef84e52e260e2d807c94
110,エル_fb48dad023d82531606baaab4520aa9c
111,エル……
112,エルさん……、せっかくいいこと言っていたのに
113,エルさん、まるでお母さんに甘えてる子供みたいですよ
114,エルさん、言ってるそばからなにやってるんですか。アイラが困ってますよ
115,エルさんが、アイラに握手を求めた。\nアイラがその手をおずおずと握る。
116,エルさんがアイラの手を離した。
117,エルさんが実はギフティアで、俺の新しいパートナーです、とか言い出さないでくださいね！？
118,エルさんと組んだら、きっと疲れそうだ……。
119,エルさんの手を取って、できるだけやんわりと引き剥がすと、エルさんは名残惜しそうにしながらもようやくアイラから離れてくれた。
120,エルさんの理想じゃなくて、ターミナルサービスのマークスマンとしてちゃんとしたギフティアにしてほしいんですけど……
121,エルさんの言葉通り、装置によるスキャンは本当に数分で終わった。
122,エルさんは、ハイバネートボックスを展開させるスイッチを押した。
123,エルさんは、部屋に鎮座しているハイバネートボックスを指し示した。
124,エルさんはアイラに抱きつくと、子供みたいに号泣し始めた。
125,エルさんは少し不満そうに唇を尖らせ、そのまま流れるようにしてアイラに抱きついて、頬ずりした。
126,エルさんもテキパキとコンソールを操作し、装置を作動させる。
127,エルさん？　どうして……
128,エルのこと、苦手だった
129,エルのむちゃくちゃなところが、私にとって救いになったこともあるので
130,エルは、最初は借りてきた猫みたいにおとなしかったのに
131,エンジニアとしてはじめてのオーダー仕事でした
132,オリヴィアに寿命が迫っていたことも、回収されたことも、しばらくの間、知らないまま……
133,カヅキ
134,カヅキ_d684baeff5c154a37e2b0a5208bd3410
135,ギリギリまで、明るく茶化して、冗談ばかり言っていたけど。\nエルさんも、アイラとの別れには思うところがあるんだな……。
136,コンソールのモニタにアイラの身体の状態が表示され、エルさんはそれを一通りチェックしてうなずく。
137,ザック
138,シェリー
139,タカオ
140,ターミナルサービスのみんなで、アイラのお疲れさま会を開いた以外では、みんなも特別、アイラとの別れを――表向きは――意識している様子はなかった。
141,ターミナルサービスをやめるべきかっていうことも考えたけど、そんなことしたら父さんや伍堂部長に顔向けできなくなる。そういうこともあって、踏ん切りが付かずにいた。
142,ツカサ
143,ツカサ、お前の新しいパートナーが決まった
144,ツカサ、ちゃんと、見張っててね……
145,ツカサ、わざわざ付き合わなくてもいいんだよ？
146,ツカサっちの新パートナーのギフティアは、新しくオーダーメイドしたものでしてね
147,パートナーとして、自分の手でアイラを回収すべきだったんじゃないかなんてことも、考えたりした。
148,ベッドから起き上がったアイラを、エルさんは寂しそうに見つめている。
149,ベッドに寝そべったギフティアの全身を、ＣＴのようにスキャンする装置を使うらしい。もし異常なところがあった場合、自動的に指摘してくれるんだそうだ。
150,ボックスが起き上がり、カバーが開いていく。
151,ミチル
152,メンテは、スキンシップする場所じゃ、ないので……
153,リアクションって言っても、アイラの反応って主に怯えたりドン引きしたりっていうネガティブなものばっかりだったような……。
154,レン
155,中
156,今日から俺たちパートナーだね。よろしく
157,俺が、恋したギフティア。
158,俺が笑ってうなずいてあげたら、アイラはエルさんの頭をそっと撫でた。
159,俺とアイラのコンビが担当する回収仕事は、すでに一件もなく、あとはその日を待つだけになっている。
160,俺とエルさんとで、顔をのぞき込む。
161,俺にとってのマークスマンはアイラしかいないっていう、ヤスタカさんあたりに言わせれば“青臭い”感情だって、当然ながらあるし。
162,俺の社会人１年目は、まだまだ平穏無事には終わりそうにないみたいだけど。
163,俺は、新たなパートナーとなるそのギフティアへと、手を差し出した。
164,俺は結局、アイラには自分の気持ちを伝えられなかったな……。
165,出右
166,出右速
167,出右遅
168,出左
169,出左遅
170,前
171,寂しそうに笑って、エルさんはふと遠い目をした。
172,左
173,彼女の中には、かすかに、アイラの面影が息づいている。\nエルさんのアイラに対する想いが、込められているのかもしれない。
174,彼女は、少し緊張した表情でうなずき、俺と握手をしようとして――。
175,待ってた？　どういうことです？
176,手前
177,手術着のようなワンピースを着ているそのギフティアの華奢な手足から、女性タイプだと分かった。
178,指定されたメンテナンスルームに顔を出すと、なぜかそこにはエルさんがいた。
179,最後に、もう一度頬ずりいいですか！？
180,本社で顔合わせしてこい。メンテナンスルームだ
181,正直、これでよかったのかどうか分からない。
182,正直なところ、新しいパートナーって言われても、ピンと来ない。
183,決して、似ているわけじゃない。
184,目_ショック:口_ショック
185,目_ドヤ顔:口_ドヤ顔
186,目_ドヤ顔:口_ニヤニヤ
187,目_ドヤ顔:口_嬉しい
188,目_ニヤニヤ:口_ニヤニヤ
189,目_困惑:口_ショック
190,目_困惑:口_困惑
191,目_困惑:口_笑顔
192,目_嬉しい:口_嬉しい
193,目_嬉しい:口_苦笑
194,目_微笑み:口_微笑み
195,目_怒り:口_怒り
196,目_怒り:口_泣き
197,目_悲しみ:口_悲しみ
198,目_悲しみ:口_笑顔
199,目_感傷的:口_感傷的
200,目_泣き:口_ニヤニヤ
201,目_泣き:口_嬉しい
202,目_泣き:口_泣き
203,目_泣き:口_苦笑
204,目_泣き:口_通常
205,目_真剣:口_真剣
206,目_笑顔:口_笑顔
207,目_興奮:口_興奮
208,目_苦笑:口_感傷的
209,目_苦笑:口_苦笑
210,目_通常:口_通常
211,私、オリヴィアのときは、ちゃんと、お別れできなかったんですよ
212,私が担当したんですよ
213,私なんかに、そんな、ちゃんとしたお別れの言葉を、くれるなんて……
214,私の言動に、いちいちリアクション取ってくれて。すごく嬉しかったんです
215,私は……
216,私は、単なるご近所さんでしかなかったですから
217,第１ターミナルサービスの全員が、その場に立ち合った。
218,背の高さは、アイラの方がずっと低いのに。
219,自分好みのギフティアをオーダーしようとしたら、こだわりすぎて逆に決められなかったって、話してませんでした？
220,誰にともなくそうつぶやいて、俺は歩き出した。
221,違います……
222,２日後――。
223,ＳＡＩ社が会社用に使うギフティアは、社内のエンジニアが外見や性格等のオーダーを担当するって、聞いたことがある。